topic,ask_code,en,ko,ru,zh,mn,note
vr2,vr038,first son,장남,старший сын,长子,том хүү,
vr2,vr195,(younger) brother and (older) sister,남매(누나와 남동생),,,эгч дүү (том нь эмэгтэй),
vr2,vr194,(older) brother and (younger) sister,남매(오빠와 여동생),,,ах дүү (том нь эрэгтэй),
vr2,vr037,brother and sister,남매,брат и сестра,兄妹,,
vr2,vr036,sisters,자매,сёстры,姐妹,эгч дүү,
vr2,vr035,brothers,형제,братья,兄弟,ах дүү,
vr2,vr177,brother-in-law,동서(자매의 남편끼리),свояк (муж свояченицы) (мужья сёстр по отношению друг к другу),连襟,баз,
vr2,vr176,sister-in-law,동서(형제의 아내끼리),сношенница (жена деверя) (жёны братьев по отношению друг к другу),妯娌,авьсан ажин,
vr2,vr212,,처제,,姨妹,,
vr2,vr211,,처형,,姨姐,,
vr2,vr175,sister-in-law,처형/처제,свояченица (сестра жены),,эхнэрийн эгч дүү,
vr2,vr210,,처남(손아래),,内弟,,
vr2,vr209,,처남(손위),,内兄,,
vr2,vr174,brother-in-law,처남(손위/손아래),шурин (брат жены),,эхнэрийн ах дүү,
vr2,vr208,,시누이(손아래),,丈夫的妹妹(小姑子),,
vr2,vr207,,시누이(손위),,丈夫的姐姐(大姑子),,
vr2,vr173,sister-in-law,시누이(손위/손아래),золовка (сестра мужа),,нөхрийн эгч дүү,
vr2,vr206,,시동생,,丈夫的弟弟(小叔子),,
vr2,vr205,,시숙,,丈夫的哥哥(大伯),,
vr2,vr172,brother-in-law,시숙/시동생,деверь (брат мужа),,нөхрийн ах дүү,
vr2,vr034,brother-in-law (from an woman's elder sister's marriage),형부,муж старшей сестры (для женщины),姐夫/女的姐姐的丈夫,хүргэн ах (би эмэгтэй),
vr2,vr033,brother-in-law (from an elder sister's marriage),매형,муж старшей сестры (для мужчины),姐夫/男的姐姐的丈夫,хүргэн ах (би эрэгтэй),
vr2,vr032,elder brothers wife,올케,жена старшего брата (для женщины),嫂子(女→女),бэргэн (би эмэгтэй),
vr2,vr031,elder brothers wife,형수,жена старшего брата (для мужчины),嫂子(男→女),бэргэн (би эрэгтэй),
vr1,vr030,"younger brother, younger sister",동생,"младший брат, младшая сестра",弟弟妹妹,дүү,
vr1,vr029,younger sister,여동생,младшая сестра,妹妹,охин дүү,
vr1,vr028,younger brother,남동생,младший брат,弟弟,дүү,
vr1,vr027,elder sister,언니,старшая сестра (для женщины),姐姐(女→女),эгч (би эмэгтэй),
vr1,vr026,elder sister,누나,старшая сестра (для мужчины),姐姐(男→女),эгч (би эрэгтэй),
vr1,vr025,elder brother,오빠,старший брат (для женщины),哥哥(女→男),ах (би эмэгтэй),
vr1,vr024,elder brother,형,старший брат (для мужчины),哥哥(男→男),ах (би эрэгтэй),
vr1,vr023,daughter,딸,дочь,女儿,охин,
vr1,vr022,son,아들,сын,儿子,хүү,
vr3,vr021,parents and children,부모자식,родители и дети,父母子女,эцэг эх ба хүүхдүүд,
vr3,vr020,father & son,부자(父子),отец и сын,父子,эцэг хүү,
vr1,vr019,mammy,엄마,мама,妈妈,ээж,
vr1,vr018,dad,아빠,папа,爸爸,аав,
vr1,vr017,mother,어머니,мать,母亲,эх,
vr1,vr016,father,아버지,отец,父亲,эцэг,
vr1,vr015,parents,부모,родители,父母,эцэг эх,
vr1,vr189,maternal grandmother,외할머니,бабушка по материнской линии,外祖母/姥姥,нагац эх,
vr1,vr188,maternal grandfather,외할아버지,дедушка по материнской линии,外祖父/姥爷,нагац эцэг,
vr1,vr014,grandmother,할머니,бабушка,奶奶,эмэг эх,
vr1,vr013,grandfather,할아버지,дедушка,爷爷,өвөг эцэг,
vr3,vr012,household,가정,,家庭,өрх гэр,
vr1,vr011,family,가족,,家族,гэр бүл,
vr1,vr010,family,가족/가정,семья,家族/家,,
vr1,vr009,woman,여자,женщина,女人,эмэгтэй,
vr1,vr008,man,남자,мужчина,男人,эрэгтэй,
vr3,vr007,one's whole family/clan,일족,,一族,овог,
vr1,vr006,an ethnic group,민족,"народ, национальность",民族,үндэстэн,
vr2,vr005,clan,씨족,род,氏族,ястан,
vr3,vr004,patronymic,부칭,отчество,父称,эцгийн нэр,
vr1,vr003,first (given) name,이름,имя,名字,нэр,
vr1,vr002,last (family) name,성씨,фамилия,姓(您贵姓的+),овог,
vr1,vr001,person/people,사람,человек,人(中国人的+),хүн,
vy3,vy135,order (sequence),순서,порядок,次序/顺序,дэс дараа,
vy3,vy134,future,미래,будущее,将来,ирээдүй,
vy3,vy133,past,과거,прошлое,过去(现在和过去的+),өнгөрсөн,
vy3,vy132,present,현재,настоящее,现在(现在和未来的+),одоо,
vy3,vy131,last night,어젯밤에/지난밤,вчера ночью,昨天夜里/昨晚,урд шөнө,
vy3,vy130,tonight,오늘 밤에,сегодня ночью,今夜,өнөө шөнө,
vy3,vy129,this evening,오늘 저녁에,сегодня вечером,今天晚上,өнөө орой,
vy3,vy128,this morning,오늘 아침에,сегодня утром,今天早上,өнөө өглөө,
vy3,vy127,this week,이번 주,эта неделя,这个星期,энэ долоо хоног,
vy1,vy126,birthday,생일,день рождения,生日,төрсөн өдөр,
vy3,vy125,holiday,경축일,праздник,庆祝日,баяр ёслолын өдөр,
vy3,vy124,"memorial day, anniversary",기념일,юбилей,纪念日,тэмдэглэлт өдөр,
vy1,vy123,New Year,새해,Новый Год,新年,шинэ жил,
vy3,vy122,temporary,임시적,временный,临时的,түр,
vy3,vy121,everyday,매일,каждый день,每天,өдөр болгон,
vy3,vy120,every month,매달,каждый месяц,每月,сар бүр,
vy3,vy119,"annually, every year",해마다/매년,каждый год,每年,жил бүр,
vy3,vy118,"nightly, every evening",저녁마다,каждый вечер,每天晚上,орой болгон,
vy3,vy117,every morning,아침마다,каждое утро,每天早上,өглөө бүр,
vy3,vy116,about/by (2 oclock),경/쯤(2시+),около (двух часов),左右(时间),орчим,
vy1,vy138,,지금/이제,,现在,,
vy1,vy115,now,이제,теперь,,ɵнɵɵ,
vy1,vy114,right now,지금,сейчас,,эдүүгээ,
vy3,vy113,age,나이,возраст,岁数,нас,
vy1,vy112,How old are you?,몇 살(당신은 +입니까?),Сколько (Вам) лет?,岁(年岁的+),хэдэн настай,
vy3,vy111,rarely,드물게,редко,很少(他很少抽烟的+),"ховор, цөөн",
vy1,vy110,often,자주,часто,经常(我经常抽烟的+),дандаа,
vy1,vy109,sometimes,가끔,иногда,有时(我有时抽烟的+),хааяа,
vy1,vy108,(for a) little while,잠깐(+동안),недолго,一会儿,түр зуур,
vy3,vy107,immediately,즉각,"сразу, немедленно",立刻,агшин зуур,
vy1,vy106,soon,곧,скоро,马上(我们马上走的+),шууд ,
vy3,vy105,"after this, from now on",지금부터,с этого момента,今后,одоогоос,
vy3,vy104,until now,지금까지,до сих пор,至今,одоо болтол,
vy3,vy103,still,여전히,по-прежнему,仍然,хэвээр,
vy1,vy102,"yet, still",아직,ещё,还(还没走的+),хараахан,
vy1,vy101,already,이미,уже,已经,хэдийнээ,
vy3,vy100,short period,단기간,в короткий срок,短时间,богино хугацаа,
vy3,vy099,for a while,잠시(예정),ненадолго,暂时,хэсэг зуур,
vy3,vy098,nowdays,요즘,в эти дни,近来/最近,ойрдоо,
vy3,vy097,little while ago,조금 전,недавно,刚刚,саяхан ,
vy3,vy096,just now,방금/막,только что,刚才,сая,
vy3,vy095,long ago,오래되다,давно,好久,удах,
vy3,vy094,the latest/the most recent,최근,в последнее время,最近,сүүлийн үед,
vy1,vy093,at first,먼저,сначала,先(我先走了的+),эхлээд,
vy3,vy092,(a) moment,순간,"момент, мгновение",瞬间,хором,
vy3,vy091,once upon a time,전에 언젠가,когда-то (раньше),曾经,урьд нэг цагт,
vy3,vy090,another time,다른 날/다음에,в другой день,改天,дараа,
vy1,vy089,after this(that) time,나중에,потом,以后,сүүлд,
vy3,vy088,previous/before ??,종전에,,从前,,
vy3,vy087,before now,이전에,,以前(我以前来过这儿的+),,
vy3,vy086,previous time,이전에/종전에,раньше,以前/从前,урьд өмнө,
vy1,vy085,when,언제,когда,什么时候,хэзээ,
vy3,vy084,one night,하룻밤,одна ночь,一夜,нэг шөнө,
vy3,vy083,midnight,한밤중/자정,полночь,半夜,шөнө дунд,
vy2,vy082,at night,밤에,ночью,夜里,"шөнө (жб. шөнө нь ажиллаж, өдөр унтах) ",
vy1,vy081,night,밤,ночь,夜(深夜的+),шөнө,
vy2,vy137,,저녁에,вечером,晚上(晚上吃面的+),,
vy1,vy080,evening,저녁,вечер,晚上,орой,
vy2,vy079,twilight,황혼,сумерки,黄昏,харуй бүрий,
vy2,vy078,the afternoon,오후에,после обеда,下午,үдээс хойш,
vy2,vy077,noon,정오,полдень,中午,жин үд,
vy2,vy076,in the morning,오전에,до обеда,上午,үдээс өмнө,
vy2,vy075,in the daytime,낮에,днём,白天(白天吃面的+),"өдөр (жб. өдөр нь унтаж, шөнө ажиллах) ",
vy1,vy074,noon,낮,день (напр. день и ночь),白天(白天和夜晚的+),өдөр (жб. өдөр шөнө),
vy2,vy136,in the morning,아침에,утром,早晨(早晨吃面的+),,
vy1,vy073,morning,아침,утро,早晨,өглөө,
vy2,vy072,dawn,새벽,рассвет,黎明,үүр,
vy2,vy071,dry season,건기,засушливый сезон,旱季,хуурай улирал,
vy2,vy070,rainy season,장마철/우기,"дождливый сезон, сезон дождей",梅雨季节/雨季,борооны улирал,
vy3,vy069,half an hour,30분,полчаса,三十分钟/半个小时,гучин минут,
vy3,vy068,one minute,1분,одна минута,一分钟,нэг минут,
vy2,vy066,What time?,몇 시,который час?,几点,хэдэн цаг,
vy2,vy065,second,초,секунда,秒(几分几秒的+),секунд,
vy2,vy064,minute,분,минута,分(30分钟的+),минут,
vy3,vy063,hour,시,час,点(下午2点的+),цаг,
vy3,vy067,one hour,1시간,один час,一个小时/一个钟头,нэг цаг,
vy2,vy062,Saturday,토요일,суббота,星期六,бямба гариг,
vy2,vy061,Friday,금요일,пятница,星期五,баасан гариг,
vy2,vy060,Thursday,목요일,четверг,星期四,пүрэв гариг,
vy2,vy059,Wednesday,수요일,среда,星期三,лхагва гариг,
vy2,vy058,Tuesday,화요일,вторник,星期二,мягмар гариг,
vy2,vy057,Monday,월요일,понедельник,星期一,даваа гариг,
vy2,vy056,Sunday,일요일,воскресенье,星期日,ням гариг,
vy3,vy055,day of the week,요일,день недели,星期,гариг,
vy3,vy054,a day off/a holiday,휴일,выходной день,休息日,амралтын өдөр,
vy3,vy053,workday,근무일,рабочий день,工作日,ажлын өдөр,
vy3,vy052,two days after tomorrow,글피,через два дня,大后天,нөгөөдрийн маргаш,
vy2,vy051,the day after tomorrow,모레,послезавтра,后天,нөгөөдөр,
vy1,vy050,tomorrow,내일,завтра,明天,маргааш,
vy2,vy049,the day before,전날,предыдущий день,前一天,урд өдөр,
vy3,vy048,the other day,지난날,прошлые дни,过去的日子,өнгөрсөн өдрүүд,
vy3,vy047,three days ago,그끄저께,три дня назад,大前天,уржийн уржигдар,
vy2,vy046,the day before yesterday,그저께,позавчера,前天,уржигдар,
vy1,vy045,yesterday,어제,вчера,昨天,өчигдөр,
vy1,vy044,today,오늘,сегодня,今天,өнөөдөр,
vy2,vy043,day (24 hours),하루(24시간),сутки,一天,хоног,
vy1,vy042,(a) day,날(日),день (напр. три дня),天/日(三天的+),өдөр,
vy3,vy041,the first day of winter,입동,"сезон ""начала зимы"" с 7~8 ноября, один из 24 сезонов сельскохозяйственного года",立冬,,
vy3,vy040,the first day of fall,입추,"сезон ""начала осени"" с 8~9 августа, один из 24 сезонов сельскохозяйственного года",立秋,,
vy3,vy039,the first day of summer,입하,"сезон ""начала лета"" с 6~7 мая, один из 24 сезонов сельскохозяйственного года",立夏,,
vy3,vy038,the first day of spring  ,입춘,"сезон ""начала весны"" с 4~5 февраля, один из 24 сезонов сельскохозяйственного года",立春,,
vy2,vy037,December,12월,декабрь,十二月,арван хоёрдугаар сар,
vy2,vy036,November,11월,ноябрь,十一月,арван нэгдүгээр сар,
vy2,vy035,October,10월,октябрь,十月,аравдугаар сар,
vy2,vy034,September,9월,сентябрь,九月,есдүгээр сар,
vy2,vy033,August,8월,август,八月,наймдугаар сар,
vy2,vy032,July,7월,июль,七月,долоодугаар сар,
vy2,vy031,June,6월,июнь,六月,зургадугаар сар,
vy2,vy030,May,5월,май,五月,тавдугаар сар,
vy2,vy029,April,4월,апрель,四月,дөрөвдүгээр сар,
vy2,vy028,March,3월,март,三月,гуравдугаар сар,
